id,name,fields.brand,sku,fields.description,options.0,options.1,fields.apparel_material_1,fields.apparel_material_1_percentage,fields.apparel_material_2,fields.apparel_material_2_percentage,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.fabric_weight_type,fields.garment_construction_details,fields.gender,fields.pattern_group,fields.size_grouping,fields.targeted_audience,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.garment_fit,fields.garment_closure_type_tops,fields.garment_neckline_type,fields.garment_sleeve_length_type,fields.garment_sleeve_style,fields.garment_torso_length,fields.import_description,fields.prop_65,fields.tax,fields.subtype,fields.season_or_event_depiction,fields.season,fields.textile_construction,group,upc,gtin,pricing_item.msrp.amount,pricing_item.price.amount,fields.package_width.value,fields.package_height.value,fields.package_length.value,fields.package_weight.value,fields.color_family,fields.color,fields.size,group_skus.0,images.default.main.url,images.default.1.alternate.url,images.default.2.alternate.url,images.default.3.alternate.url,images.default.4.alternate.url,images.default.5.alternate.url,images.default.6.alternate.url,images.default.7.alternate.url
,Simply Sage Market Embroidered Aunt Outline Sweatshirt - L - Chocolate,Simply Sage Market,SWT_Chocolate_L_EMB101W_F,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396036837,00199396036837,42.99,42.99,9,1,13,,black,Chocolate,L,EMB101W_F_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084527119.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742091959919.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084475709.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084493975.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084638174.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1744626332380.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400
,Simply Sage Market Embroidered Aunt Outline Sweatshirt - XL - Chocolate,Simply Sage Market,SWT_Chocolate_XL_EMB101W_F,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396036844,00199396036844,42.99,42.99,9,1,13,,black,Chocolate,XL,EMB101W_F_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084527119.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742091959919.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084475709.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084493975.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084638174.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1744626332380.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400
,Simply Sage Market Embroidered Aunt Outline Sweatshirt - 2XL - Chocolate,Simply Sage Market,SWT_Chocolate_2XL_EMB101W_F,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. Stay cozy and stylish in this unisex fit, soft and comfortable sweatshirt. Featuring a high-quality graphic design, this trendy piece is perfect for any casual occasion. Size up for an oversized look.",,,,,,50,Solid," Solid Colors: 50% Cotton, 50% Polyester Heathered Colors: 40% Cotton, 60% Polyester"," Machine Wash cold, inside out. Air dry or tumble dry low. ",Great to pair with any casual outfit.," Ultra Soft Cotton and Polyester Blend We recommend ordering your regular t-shirt size.  If you want an oversized look, size up one or two sizes.  Please see size chart for details.",,,Womens,,Womens,Adult (18 Years and Up),Air dry or tumble dry low. ,"Machine Wash cold, inside out.",,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396036851,00199396036851,44.99,44.99,9,1,13,,black,Chocolate,2XL,EMB101W_F_SWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084527119.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1742091959919.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084475709.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740171183376. Sweatshirt Size Chart - Copy,https://images1.pythiastechnologies.com/test-uploads/1740171194508. Sweatshirt Size Guide_2 - Copy,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084493975.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1740084638174.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=SWT&blankImage=https://images1.pythiastechnologies.com/styles/1744626332380.png&colorName=Chocolate&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400
,Simply Sage Market Embroidered Aunt Outline Garment Dyed Sweatshirt,Simply Sage Market,EMB101W_F_GDSWT,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. The Garment Dyed Sweatshirt offers a vintage look with a high-end twist, perfect for streetwear enthusiasts. This stylish graphic sweatshirt boasts a soft, comfortable feel and a unisex fit, making it a must-have addition to any wardrobe.",size,color,Cotton,,,,Solid," 80% Ring Spun Cotton, 20% Polyester
"," Machine wash cold, inside out. Air dry or tumble dry low.
",Great to pair with any casual outfit.," Vintage look. Garment dyed, soft, heavy weight ring spun fabric. True to size.  For a stylish oversized look, size up.  Please see size chart for details.  ",Light Weight Fabric,,Womens,Solid,Womens,Adult (18 Years and Up),Tumble Dry,Machine Wash,Regular Fit,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,product,,,,,,,,,,,,,,,,,,,,
,Simply Sage Market Embroidered Aunt Outline Garment Dyed Sweatshirt - S - Blue Spruce,Simply Sage Market,GDSWT_Blue Spruce_S_EMB101W_F,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. The Garment Dyed Sweatshirt offers a vintage look with a high-end twist, perfect for streetwear enthusiasts. This stylish graphic sweatshirt boasts a soft, comfortable feel and a unisex fit, making it a must-have addition to any wardrobe.",,,Cotton,,,,Solid," 80% Ring Spun Cotton, 20% Polyester
"," Machine wash cold, inside out. Air dry or tumble dry low.
",Great to pair with any casual outfit.," Vintage look. Garment dyed, soft, heavy weight ring spun fabric. True to size.  For a stylish oversized look, size up.  Please see size chart for details.  ",,,Womens,,Womens,Adult (18 Years and Up),Tumble Dry,Machine Wash,Regular Fit,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396036868,00199396036868,61.99,61.99,9,1,13,,green,Blue Spruce,S,EMB101W_F_GDSWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276276629.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275972144.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276001878.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740414282160.jpg,https://images1.pythiastechnologies.com/test-uploads/1740414290521. GDSWT Size Guide,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275946778.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276130382.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276239867.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400
,Simply Sage Market Embroidered Aunt Outline Garment Dyed Sweatshirt - M - Blue Spruce,Simply Sage Market,GDSWT_Blue Spruce_M_EMB101W_F,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. The Garment Dyed Sweatshirt offers a vintage look with a high-end twist, perfect for streetwear enthusiasts. This stylish graphic sweatshirt boasts a soft, comfortable feel and a unisex fit, making it a must-have addition to any wardrobe.",,,Cotton,,,,Solid," 80% Ring Spun Cotton, 20% Polyester
"," Machine wash cold, inside out. Air dry or tumble dry low.
",Great to pair with any casual outfit.," Vintage look. Garment dyed, soft, heavy weight ring spun fabric. True to size.  For a stylish oversized look, size up.  Please see size chart for details.  ",,,Womens,,Womens,Adult (18 Years and Up),Tumble Dry,Machine Wash,Regular Fit,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396036875,00199396036875,61.99,61.99,9,1,13,,green,Blue Spruce,M,EMB101W_F_GDSWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276276629.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275972144.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276001878.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740414282160.jpg,https://images1.pythiastechnologies.com/test-uploads/1740414290521. GDSWT Size Guide,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275946778.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276130382.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276239867.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400
,Simply Sage Market Embroidered Aunt Outline Garment Dyed Sweatshirt - L - Blue Spruce,Simply Sage Market,GDSWT_Blue Spruce_L_EMB101W_F,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. The Garment Dyed Sweatshirt offers a vintage look with a high-end twist, perfect for streetwear enthusiasts. This stylish graphic sweatshirt boasts a soft, comfortable feel and a unisex fit, making it a must-have addition to any wardrobe.",,,Cotton,,,,Solid," 80% Ring Spun Cotton, 20% Polyester
"," Machine wash cold, inside out. Air dry or tumble dry low.
",Great to pair with any casual outfit.," Vintage look. Garment dyed, soft, heavy weight ring spun fabric. True to size.  For a stylish oversized look, size up.  Please see size chart for details.  ",,,Womens,,Womens,Adult (18 Years and Up),Tumble Dry,Machine Wash,Regular Fit,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396036882,00199396036882,61.99,61.99,9,1,13,,green,Blue Spruce,L,EMB101W_F_GDSWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276276629.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275972144.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276001878.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740414282160.jpg,https://images1.pythiastechnologies.com/test-uploads/1740414290521. GDSWT Size Guide,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275946778.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276130382.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276239867.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400
,Simply Sage Market Embroidered Aunt Outline Garment Dyed Sweatshirt - XL - Blue Spruce,Simply Sage Market,GDSWT_Blue Spruce_XL_EMB101W_F,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. The Garment Dyed Sweatshirt offers a vintage look with a high-end twist, perfect for streetwear enthusiasts. This stylish graphic sweatshirt boasts a soft, comfortable feel and a unisex fit, making it a must-have addition to any wardrobe.",,,Cotton,,,,Solid," 80% Ring Spun Cotton, 20% Polyester
"," Machine wash cold, inside out. Air dry or tumble dry low.
",Great to pair with any casual outfit.," Vintage look. Garment dyed, soft, heavy weight ring spun fabric. True to size.  For a stylish oversized look, size up.  Please see size chart for details.  ",,,Womens,,Womens,Adult (18 Years and Up),Tumble Dry,Machine Wash,Regular Fit,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396036899,00199396036899,61.99,61.99,9,1,13,,green,Blue Spruce,XL,EMB101W_F_GDSWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276276629.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275972144.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276001878.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740414282160.jpg,https://images1.pythiastechnologies.com/test-uploads/1740414290521. GDSWT Size Guide,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275946778.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276130382.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276239867.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400
,Simply Sage Market Embroidered Aunt Outline Garment Dyed Sweatshirt - 2XL - Blue Spruce,Simply Sage Market,GDSWT_Blue Spruce_2XL_EMB101W_F,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. The Garment Dyed Sweatshirt offers a vintage look with a high-end twist, perfect for streetwear enthusiasts. This stylish graphic sweatshirt boasts a soft, comfortable feel and a unisex fit, making it a must-have addition to any wardrobe.",,,Cotton,,,,Solid," 80% Ring Spun Cotton, 20% Polyester
"," Machine wash cold, inside out. Air dry or tumble dry low.
",Great to pair with any casual outfit.," Vintage look. Garment dyed, soft, heavy weight ring spun fabric. True to size.  For a stylish oversized look, size up.  Please see size chart for details.  ",,,Womens,,Womens,Adult (18 Years and Up),Tumble Dry,Machine Wash,Regular Fit,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396036905,00199396036905,63.99,63.99,9,1,13,,green,Blue Spruce,2XL,EMB101W_F_GDSWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276276629.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275972144.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276001878.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740414282160.jpg,https://images1.pythiastechnologies.com/test-uploads/1740414290521. GDSWT Size Guide,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740275946778.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276130382.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740276239867.png&colorName=Blue Spruce&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400
,Simply Sage Market Embroidered Aunt Outline Garment Dyed Sweatshirt - S - Flo Blue,Simply Sage Market,GDSWT_Flo Blue_S_EMB101W_F,"The 'Embroidered Aunt Outline' print-on-demand design features a beautifully crafted outline of the word 'Aunt' with intricate embroidered details, perfect for celebrating the special aunts in your life. This design adds a stylish and personalized touch to any product it is printed on, making it a great gift for your favorite aunt. If you're looking for a unique fashion statement, the 'Embroidered Aunt Outline' design is sure to delight with its elegant and eye-catching appeal. The Garment Dyed Sweatshirt offers a vintage look with a high-end twist, perfect for streetwear enthusiasts. This stylish graphic sweatshirt boasts a soft, comfortable feel and a unisex fit, making it a must-have addition to any wardrobe.",,,Cotton,,,,Solid," 80% Ring Spun Cotton, 20% Polyester
"," Machine wash cold, inside out. Air dry or tumble dry low.
",Great to pair with any casual outfit.," Vintage look. Garment dyed, soft, heavy weight ring spun fabric. True to size.  For a stylish oversized look, size up.  Please see size chart for details.  ",,,Womens,,Womens,Adult (18 Years and Up),Tumble Dry,Machine Wash,Regular Fit,Pull Over,Crew,Long Sleeve,Basic Sleeve,To Waist,made in the USA and imported,No,General Clothing,Sweatshirt,,,Woven,variant,199396036912,00199396036912,61.99,61.99,9,1,13,,blue,Flo Blue,S,EMB101W_F_GDSWT,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740278086638.png&colorName=Flo Blue&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740277975342.png&colorName=Flo Blue&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://simplysage.pythiastechnologies.com/api/renderImages?blank=GDSWT&blankImage=https://images1.pythiastechnologies.com/styles/1740278031513.png&colorName=Flo Blue&design=https://images1.pythiastechnologies.com/designs/1745260739907.png&side=front&width=2400,https://images1.pythiastechnologies.com/test-uploads/1740414282160.jpg,https://images1.pythiastechnologies.com/test-uploads/1740414290521. GDSWT Size Guide,,,
